issue_id,framework,date,short_url,title,prevented_at_compile_time,user_dollar_loss,notes,label
LANG-024,langchain,2023-02,#1094,Disable Retry on Timeout,,,"paper:bu; auto-stale-closed Sep 18 2023 by dosubot as not-planned. Filed Feb 16 2023 by @totalhack -- earliest cost-framed retry issue in LangChain catalog (foundation row for M-retry-loop cluster). REPORTER COST FRAMING: ""The OpenAI API has been quite unreliable this week and I am getting a bunch of timeouts. I do not want langchain to retry as I am pretty sure OpenAI is still counting these requests toward billing, so I would like to set max_retries=None or 0 but that does not seem to work."" FOUNDER-WORKS-FOR-ME PATTERN: @hwchase17 (Contributor, LangChain founder) Feb 19 2023: ""setting max_retries=0 seems to work for me - what issue are you seeing?"" -- minimal investigation, no follow-up to debugging. Reporter Feb 19: ""That did not work for me. I will have to test again though."" Multiple-users-confirm-broken: @asmithar Feb 22 2023 reproduced with concrete code: ""LLMChain(llm=OpenAI(temperature=0, model_name=text-davinci-003, max_tokens=-1, max_retries=0), prompt=prompt)."" Auto-stale-marked Sep 9 2023 by dosubot. Pattern: founder-confirms-works-for-me + multiple-users-confirm-doesnt-work + no-resolution + auto-stale-close. Sub-mechanism: max_retries-zero-not-respected (different from LANG-026 fake-parameter and LANG-027 commented-decorator -- here the parameter IS wired through, but underlying urllib3/httpx retry layer bypasses it). dosubot Nov 24 2023 cross-referenced #13816 (URL Lib error). FIRST ROW IN M-RETRY-LOOP CLUSTER. Establishes pattern as existing from project earliest days (Feb 2023, ~2 weeks after public launch). NEW closure sub-shape: founder-works-for-me (distinct from auto-stale-without-engagement, by-design-declined, deflection-to-upstream, experimental-disclaimer, closed-by-promise-without-delivery, stuck-open-with-multiple-PRs).",bu
LANG-025,langchain,2023-10,#11500,Retry limit is not respected,,120,"paper:bu with populated user_dollar_loss field; auto-stale-closed Feb 7 2024 as not-planned. CRITICAL CATALOG MILESTONE: FIRST ROW with concrete user_dollar_loss figure populated by reporter -- $120 in 10 minutes. Filed Oct 7 2023 by @yutongp on LangChain 0.0305. REPORTER QUOTABLE COST FRAMING: ""langchain kept retrying on this error definetly more than the default 6 times, I had 14 retry log from langchain in my terminal. I think this is a quite critical bug, my OpenAI usage limit blew up the $120 limit under 10mins because of this. retry limit should kick it to short circuit this situation or there should be some other method to prevent unexpected length of document being passed to openAI."" Reporter loaded a 13524539-character PDF document via WebBaseLoader; OpenAI returned rate_limit_exceeded errors which LangChain retry logic ignored, billing 14 attempts. Tagged area:models + bug. dosubot Oct 7 provided LLM response focused on chunking-the-document (preventing the trigger), NOT addressing the retry-limit-not-respected mechanism itself -- bot misdiagnosis pattern. dosubot response noted ""The default retry limit in LangChain is set to 3"" but reporter observed 14, suggesting the actual default-and-respect-of-limit are both broken. ZERO HUMAN MAINTAINER ENGAGEMENT throughout 4-month thread despite explicit dollar damage and Harrison Chase + Ankush Gola tagged. dosubot mentioned in #11657 (chat model answering incorrectly) Oct 11 2023. Auto-stale-marked Jan 31 2024. Sub-mechanism: rate-limit-induced-retry-loop with each-retry-billed (rate_limit_exceeded triggers retry; retry hits same rate limit; loop continues until external billing limit; each attempt counts toward OpenAI tokens-per-minute quota, amplifying cost without progress). Distinct from LANG-024 (max_retries=0-not-respected): here the issue is retries-exceed-stated-default. EVIDENCE-QUALITY MILESTONE: First row in catalog where reporter explicitly quantifies dollar damage. Pattern: critical-cost-bug-with-concrete-dollar-loss-ignored + auto-stale-close. New sub-shape: dosubot-misdiagnoses-by-treating-trigger-not-mechanism.",bu
LANG-026,langchain,2025-02,#29843,ChatFireworks does not retry on API errors (max_retries parameter is fake),,,"paper:bu; auto-stale-closed May 26 2025 as not-planned without ChatFireworks fix. Filed Feb 17 2025 by @aimestereo. SOURCE-LINE-LEVEL TRACE through wrapping layers: ChatFireworks accepts max_retries parameter (per documented example in body) -> passes to Fireworks(BaseFireworks) and AsyncFireworks(BaseFireworks) client wrappers -> client wrappers DO NOT pass it to actual FireworksClient/ImageInference(FireworksClient) clients -> FireworksClient has ZERO retry logic at all. REPORTER QUOTABLE: ""Class ChatFireworks has this parameter, but it is not used... FireworksClient do not have/receive this parameter, but it also does not have any retry specific logic."" MULTIPLE ERROR TYPES NOT RETRIED in body stack traces: httpx.ReadError, httpx.ConnectError, BadGatewayError, RateLimitError -- all surface to caller without any retry attempt. Reporter Feb 17 same-day proposed routing-around-the-bug rather than fixing it: ""langchain fireworks client can be marked as deprecated? (considering lack functionality) and client for OpenAI can be used instead."" Reporter migrated to ChatOpenAI with Fireworks OpenAI-compatible base_url -- ""works like a charm."" @keenborder786 Feb 18 mentioned PR #29856 ""OpenAI client for ChatFireworks"" -- response was to add OpenAI-client compatibility, not to fix ChatFireworks retry logic. dosubot tagged bug. @langcarl auto-tagged investigate. Auto-stale-marked May 19 2025. Pattern: bug-filed -> reporter-finds-own-workaround -> deprecation-suggestion -> no-fix-to-original -> auto-stale-close. Sub-mechanism: max_retries-fake-parameter (accepted-by-API-but-never-wired-through-wrapper-layers). Distinct from LANG-024, LANG-025, LANG-027. PROVIDER-ASYMMETRIC PATTERN: ChatFireworks documented behavior diverges from ChatMistralAI (LANG-027), ChatAnthropic, ChatOpenAI -- some adapters wire retry, some do not, all expose the same max_retries API surface. Cross-row evidence with LANG-027 establishes provider-adapter-implements-retry-config-asymmetrically pattern.",bu
LANG-027,langchain,2025-03,#30362,max_retries Parameter in ChatMistralAI Class Is Ineffective Due to Commented Code,,,"paper:bf with strongest fix-shipped-immediately-regressed evidence in catalog at source-line + commit-reference level. Filed Mar 19 2025 by @amarion35; closed Mar 27 2025 by Collaborator @ccurme via PR #30448 (commit 63673b7) -- 8-day filing-to-merge with reporter+contributor handoff. SOURCE-LINE-LEVEL EVIDENCE: langchain/libs/partners/mistralai/langchain_mistralai/chat_models.py:460 shows ""# retry_decorator = _create_retry_decorator(self, run_manager=run_manager)"" -- commented-out retry decorator. REGRESSION PROVENANCE EXACT: reporter identified ""The lines were commented a year ago in this commit 53ac1eb in this PR #19420."" YEAR-LONG SHIPPED REGRESSION: ~12 months between Mar 2024 (PR #19420 commenting out the decorator) and Mar 2025 (issue filed) where all ChatMistralAI users had broken retries shipped without anyone noticing. CONCRETE REPRO: ""mistral = ChatMistralAI(timeout=1, max_retries=10)... mistral.invoke(test_input)... Timeout after 1.0581834316253662 seconds"" -- proves only 1 attempt happens despite max_retries=10 + timeout=1s configuration. CONTRIBUTOR-FIX-PATTERN: @andrasfe (Contributor) Mar 23 opened PR #30448 quotable: ""as per above, I un-commented code, validated that the retries work as expected, added unit test that validates the ChatMistralAI retry functionality, and added an integration test for the retries. I do not know why this was commented out a year ago - I could not find a reason for it. Will leave it to the maintainer but I do not see immediate harm in re-enabling it."" Tested in unit + integration. @langcarl auto-tagged investigate. dosubot tagged bug. Sub-mechanism: retry-decorator-commented-out (regression at exact source-line level, ~12-month shipped persistence). STRONGEST FIX-SHIPPED-IMMEDIATELY-REGRESSED EVIDENCE IN CATALOG: better than MAST-009/012 (Mastra) and LANG-021 (LangGraph v1.0) because (a) exact line + exact commit + exact PR reference, (b) year-long persistence demonstrates regression went unnoticed by maintainers despite affecting all ChatMistralAI users, (c) contributor explicitly could not find the original reason for commenting -- speaks to maintainer-knowledge-loss between PR #19420 author and current team. New sub-mechanism within fix-shipped-regressed: maintainer-knowledge-loss-across-team-transitions enables silent-major-feature-regression in patch-version-merge.",bf
MAST-016,mastra,2025-07,#5715,Does new workflows have same retry logic as legacy workflows?,,,"paper:bf; closed Jul 9 2025 by @taofeeq-deru via PR #5749 -- 2-day filing-to-merge. Filed Jul 7 2025 by Member @abhiaiyer91 (Mastra Member/founder). MAINTAINER-FILES-OWN-FRAMEWORK-BUG PATTERN: this is the SECOND case where Mastra Member @abhiaiyer91 himself files an issue about Mastra own implementation gap (first was MAST-002 Token / Cost Usage Tracking?). Reporter inspected code FIRST then filed: ""Browsing through the code, it does seem like the retries property is still respected. However, I cannot find any usage of the delay. Is this intentional?"" -- maintainer-as-debugger. Discord-converted issue tagged Workflows + status:needs-triage, auto-assigned to @rase- via github-actions. @taofeeq-deru (Contributor) Jul 8 same-day: ""thanks for reporting We have fixed it on this #5749, it will be released today."" @taofeeq-deru Jul 9: ""this is now fixed on @mastra/core@0.10.11."" Sub-mechanism: retry-config-delay-not-honored-in-workflow-refactor (legacy workflows had retryConfig with attempts+delay; new workflows kept retries but lost delay parameter during refactor). Parallels MAST-012 (system prompt caching regression in refactor). MAINTAINER-FILES-OWN PATTERN AT n=5 across 4 frameworks: ATGN-006 by @ekzhu, ATGN-009 by @fniedtner (Microsoft AutoGen), GPTE-003 by @AntonOsika (gpt-engineer), MAST-002 by @abhiaiyer91 (Mastra cost-tracking), MAST-016 by @abhiaiyer91 (Mastra retry-config). Two-from-same-author shows the founder is actively-monitoring-own-framework-for-regressions -- distinct evidence from external-user-pattern. M-RETRY-LOOP CLUSTER: adds Mastra at n=1 (MAST-016) to LangChain n=4 (LANG-024/025/026/027). Cluster reaches n=5 across 2 frameworks with 5 distinct sub-mechanisms (max_retries-zero-not-respected, rate-limit-induced-loop-with-billing, max_retries-fake-parameter, retry-decorator-commented-out, retry-config-delay-lost-in-refactor). Cost-framing here is implicit (delay-loss = back-to-back retries hammering provider, but no concrete dollar figure) -- weaker than LANG-025 ($120) but mechanism-coherent.",bf
SMAG-001,smolagents,2025-02,#559,Getting Token Usage as part of the Final Answer,,,"paper:fr; closed Mar 19 2025 completed by Member @albertvillanova: ""You can have that information from the agent.monitor."" Filed Feb 8 2025 by @mattmarcin tagged enhancement. CRITICAL TWO-PART REQUEST: reporter asked for ""the used input and output token count or even actual API usage expense"" -- part 1 (token counts) addressed by existing Monitor class which closes as completed; part 2 (dollar cost / actual API usage expense) silently unaddressed. Reporter explicit cost framing: ""Being able to get usage/cost data from API calls would help from a business perspective to track cost of execution and aid in iterating on agents to lower costs."" @jonha892 Feb 26 2025 ADDITIONAL GAP DOCUMENTATION: ""Providers like openai, gemini, and anthropic use caching to automatically optimize costs. This is not tracked in this library."" -- second Monitor gap (cached token tracking) noted but not in closure scope. Sub-mechanism: token-vs-dollar-asymmetry within M-cost-observability cluster. DIRECT PARALLEL to MAST-002 (Mastra), ATGN-006 + ATGN-009 + ATGN-010 (Microsoft AutoGen), GPTE-003 (gpt-engineer), DSPY-002 (DSPy). STRENGTHENS cross-framework cluster to n=6 across 6 frameworks. FIRST SMOLAGENTS ENTRY in catalog. Closed-as-resolved-by-pointing-to-partial-feature pattern: borderline S5 retained on cluster-fit consistency (parallels MAST-002 retain decision on same closure shape).",fr
SMAG-002,smolagents,2025-03,#901,Agent memory/history consolidation after a number of interactions,,,"paper:fr; OPEN at fetch (13+ months) despite multiple PRs in flight and active community engagement. Filed Mar 6 2025 by @nikos-kal tagged enhancement. EXPLICIT COST FRAMING: ""The management of memory, thus context size, is important because it translates limitations in terms of cost, speed, model choice etc. Other agentic LLM applications like Claude Code deal with this by summarizing the context every few steps or remembering only a limited history."" Reporter cited Claude Code architecture as reference. Reporter Mar 10 self-discovered PARTIAL WORKAROUND via step_callbacks (existing feature can do post-step cleanup but not first-class memory_size config). MULTIPLE COMMUNITY PROPOSALS: @Symbolk (Contributor) Mar 17 2025 suggested mem0 integration; @nikos-kal Mar 18 countered: ""We still need an easy memory_size configuration in smolagents though because even if you switch to mem0, smolagents would still internally keep their own memory."" @ChristianWeyer Mar 26 2025: ""So, pluggable memory is on the way @nikos-kal?"" -- waiting on resolution. FORK-BASED IMPLEMENTATION PATTERN: @joaopauloschuler (Contributor) Mar 11 2026 implemented in own fork: ""In my own fork, I implemented it"" -- fork-based-implementation-not-merged-upstream signal-class (NEW closure sub-shape, distinct from LANG-022 stuck-open-with-multiple-PRs because here contributor does not attempt upstream merge). RECENT PRs: @agent-morrow Mar 29 2026 cross-referenced #2129; @saslifat-gif Apr 3 2026 PR #2153 ""feat: add max_context_chars parameter for automatic memory truncation."" Sub-mechanism: M-context-amplification at agent-step-loop runtime level. DISTINCT FROM DSPY-001/DSPY-003 (optimizer-compile-time amplification at MIPROv2 batch-summary and bootstrap-demo steps respectively) -- here it is runtime-iteration-amplification at MultiStepAgent.run() level. ESTABLISHES M-CONTEXT-AMPLIFICATION AT TWO ARCHITECTURAL LEVELS: compile-time (DSPy optimizers) AND runtime (smolagents agent steps). Cluster expands from dspy-architecture-specific (n=2) to architecture-class with 2 sub-classes (n=3 across 2 frameworks).",fr
SMAG-003,smolagents,2026-01,#1930,ENH: Handling max output token limit,,,"SKIPPED for paper after URL verification (S6 no-engagement-thin-thread). Filed Jan 1 2026 by @OscarGarciaF tagged enhancement OPEN at fetch. Brief 4-line body asking architectural question: ""Does smolagents keep all the history from previous iterations as-is (contributing to ever increasing token usage? Is there an standard approach on how to handle runs that are approaching a the token limit?"" ZERO comments from anyone -- solo reporter, no community responses, no maintainer engagement at fetch. Mechanism IS framework-side and parallels SMAG-002 (M-context-amplification at agent-step-loop level), but evidence-quality bar requires more than thin solo report. Consistent with DSPY-005 skip (also S6, also same architectural pattern as a stronger row in same batch). SMAG-002 already covers M-context-amplification at smolagents runtime level with extensive engagement and PRs in flight -- adding SMAG-003 would inflate cluster size with marginal evidence. Could revisit if SMAG-003 gains engagement post-fetch.",S6
SMAG-004,smolagents,2025-04,#1129,Is there a step timeout feature?,,,"paper:fr; OPEN at fetch tagged bug. Filed Apr 2 2025 by @forest-snow with concrete benchmark context: Haiku 3.5 (code agent) on smolagents benchmark MATH subset using LiteLLM and Bedrock, ""often take much time because the model may write a brute-force code snippet and it takes a while to execute a step (>500 seconds)."" REPORTER EXPLICIT GAP-IN-EXISTING-CONTROLS: ""While there is a MAX OPERATIONS for the local python executor, it did not seem to help fix this issue."" -- MAX_OPERATIONS counts AST operations not wall-clock time, leaving wall-clock-runaway uncontrolled. ACTIVE MAINTAINER ENGAGEMENT: @aymeric-roucher (Collaborator) Apr 4 2025 asked for minimal repro isolated to python executor: ""Could you provide a code snippet that involves, not the full agent and LLM, but only the python executor with the faulty code?"" COMMUNITY CONFIRMATION 4 months later: @heckfy88 Aug 22 2025 confirmed mechanism with concrete repro suggestion: ""it is the default LocalPythonExecutor, it does not have a timeout arg, so every tool call is limited by, I think, 300s, after that is timeout exception. To reproduce it just call a tool that has time.sleep(1000)."" @coderabbitai 3 weeks before fetch cross-referenced langflow PR #12713. Sub-mechanism: per-step-wall-clock-runaway during code execution. CLASSIFICATION NOTE: candidate cluster fit is contested. Original triage assigned to M-retry-loop as wall-clock variant. Alternative classification: this fits with MAST-014 (OM observer-LLM blocking 148s, ephemeral-token-counting) as wall-clock-amplification-inside-agent-loop -- distinct mechanism class from HTTP-retry-on-error (LANG-024/025/026/027 + MAST-007/016 are all HTTP-retry mechanisms; SMAG-004 is Python-executor wall-clock). Candidate new cluster M-execution-time-runaway with MAST-014 (n=2 across 2 frameworks, below codebook section 10 n=3 threshold to elevate to own M-category in v1.1). For v23 retention: classify as wall-clock-amplification-candidate, do not absorb into M-retry-loop. [v23 IRR adjudication: retagged bu->fr per second-rater agreement; original tag bu by the first author, codebook v1.1 will tighten bu/fr boundary on interrogative-feature-gap titles.]",fr
SMAG-005,smolagents,2025-03,#967,List of Free Local LLM Models - Up and Running,,,"paper:bu; closed Mar 18 2025 by Member @albertvillanova as completed -- BUT closed via docs-PR (huggingface/agents-course#327) NOT framework code fix. Filed Mar 13 2025 by @psymbio tagged enhancement. CONCRETE FRAMEWORK COST-IMPACT: body quotes ""You have exceeded your monthly included credits for Inference Providers. Subscribe to PRO to get 20x more monthly included credits. [Step 17: Duration 0.30 seconds | Input tokens: 53,107 | Output tokens: 4,313]"" -- agent ran 17 steps consuming ~57K tokens before HF Pro credits exhausted, no whole-run budget primitive caps spend. CLOSED-BY-DOCS-PR PATTERN: @HKanoje Mar 14 2025 provided LiteLLMModel+Ollama workaround code; @aymeric-roucher (Collaborator) Mar 15 endorsed: ""The solution described by @HKanoje is good! If you think it is worth it, please open a PR""; @HKanoje Mar 16 opened PR #327 against agents-course; @albertvillanova Mar 18 closed citing the docs PR (NOT a framework code change). POST-CLOSURE MULTI-USER PUSHBACK demonstrates workaround insufficiency: @solarslurpi Apr 21 2025: ""Why are you saying it works with Ollama? Have you tried all the exercises with it? The more I tried, it did not work. My hypothesis is models for smolagents need to be >= 20B parameters... I also disagree that Ollama just works."" @al-swaiti Jun 9 2025 (3 months after closure): same 402 Payment Required error against Qwen/Qwen2.5-Coder-32B-Instruct from HF Inference API -- ""IS there free model to test spaces!!!"" with full traceback. Sub-mechanism: missing-whole-run-budget-primitive (framework has max_steps but no max_tokens or max_cost cap that would prevent credit-exhaustion across long-running agent runs). NEW SUB-MECHANISM CATEGORY: M-budget-primitive-missing. Distinct from M-context-amplification (per-step memory growth) and M-retry-loop (retry-on-error) -- this is the structural absence of cost-aware stopping criteria for normal agent loop execution. CRUCIAL FOR v23 SECTION 3 framing: this is the cluster that Budget type FULLY solves (vs partial mitigation for M-context-amplification and M-retry-loop). Candidate to test cross-framework reach: AGPT-001/AGPT-002, NANO-001 are feature-requests-for-budget-primitives (adjacent but those are requests not cost-incidents-from-absence). NEW closure sub-shape: closed-by-docs-PR-without-framework-fix (10th sub-shape, distinct from workaround-only-no-fix LANG-016/LANG-022).",bu
ATGN-018,autogen,2023-12,#1070,Cost calculation for the whole chat session,,,"paper:fr; closed Jan 17 2024 via PR #1269 (""Add usage summary for agents"") by Contributor @sonichi -- closure addresses observability portion BUT architectural cost amplification explicitly admitted unsolvable without rewriting GroupChat. RENUMBERED FROM ORIGINAL PASTE (was ""ATGN-010"" in user paste; ID collision with existing ATGN-010 #4835 prompted renumber to next free ATGN-018). Filed Dec 27 2023 by @stephanedebove tagged enhancement. POWERFUL MAINTAINER-CONFIRMED ARCHITECTURAL COST AMPLIFICATION: Member @afourney Dec 28 2023 quotable: ""Group chat is tricky because many messages are duplicated (and thus only need to be counted once), and because there is a hidden OAI call for orchestration that does not show up as a message. At present the entire history is passed to all agents, and is also passed to OAI when doing orchestration. The costs are super-linear -- long chats are much much more costly than short chats. You can mitigate this by using the round_robin... but then the orchestration is basically a simple loop with no llm calls at all. There is no way to mitigate this short of rewriting GroupChat."" THIS SINGLE QUOTE DOCUMENTS THREE DISTINCT MECHANISMS: (1) hidden OAI orchestration call cost-not-surfaced; (2) entire history broadcast to all agents = M-context-amplification at delegation layer; (3) super-linear-cost-vs-length-of-chat. Reporter explicit user-impact framing: ""is no way to know the cost for a whole CustomGroupChat() session?"" + ""ways to mitigate the OpenAI costs during a group chat session?"" + architectural question ""do agents receive the whole history of conversation when they are called?"" PR #1269 addressed observability (token tracking summary) but NOT the architectural amplification. Pattern: closed-as-completed-but-architectural-issue-remains. NEW closure sub-shape (11th in taxonomy): closed-by-fixing-adjacent-issue-while-architectural-issue-remains-acknowledged-unsolvable. FOUNDATION ROW FOR M-DELEGATION-FANOUT cluster: maintainer-confirmed architectural cost amplification at GroupChat layer. Tag note: bu chosen over fr because the substantive content is the maintainer admission of unfixed mechanism, not the closed-completed observability portion. Filing-to-close: 21 days for observability fix; architectural cost-amp explicitly unsolved at fetch. [v23 IRR adjudication: retagged bu->fr per second-rater agreement; original tag bu by the first author, codebook v1.1 will tighten bu/fr boundary on interrogative-feature-gap titles.]",fr
ATGN-019,autogen,2024-01,#1464,GroupChat keeps calling all the available agent and does not stop even after output from one agent is generated,,,"paper:bu; AUTO-STALE-CLOSED at 9 months by Collaborator @rysweet Oct 19 2024: ""closing as stale - missing info from OP. please reopen I you want to update."" RENUMBERED FROM ORIGINAL PASTE (was ""ATGN-011""; ID collision with existing ATGN-011 #5620 prompted renumber to next free ATGN-019). Filed Jan 30 2024 by @saurabhgssingh tagged 0.2 + group chat/teams. CONCRETE FRAMEWORK MECHANISM: Reporter shows GroupChat with 4 agents (user_proxy, coding_assistant, simulator_worker_agent, text_2_sql_agent) and max_round=24. Even when question routes cleanly to one agent (e.g. text-to-sql query), GroupChatManager invokes ALL configured agents through cycles -- up to ~24 * 4 = 96 unnecessary LLM calls per session. CONTRIBUTOR ENGAGEMENT BEFORE STALE-CLOSE: @ekzhu (Contributor) Jan 30 2024 same day requested llm_config + pointed at architectural workaround: ""One thing we are working on is graph-based group chat, which allows user to add constraints to the speaker transition: PR #857"". Reporter Jan 31 provided full Azure config. Contributor @sonichi Feb 12 2024 asked: ""How are the text2sql and rag agent defined?"" -- never followed up. Then 8.5 MONTHS SILENCE before stale-close. Sub-mechanism: M-delegation-fanout fanout-no-stop -- GroupChatManager has no first-class routing constraint to skip irrelevant agents. Linked architectural fix PR #857 (graph-based speaker transition) -- speaker-transition-constraints not first-class in 0.2 codebase. NEW closure sub-shape (12th in taxonomy): early-engagement-then-silence-then-stale-close (distinct from auto-stale-without-engagement LANG-008/017/019/020 where there was no human engagement at all).",bu
MAST-017,mastra,2025-12,#10874,Propagate AbortSignal through Agent Networks to sub-agents,,,"paper:bf with NEW FIX-PATTERN-SHAPE: fix-attempted-then-abandoned-then-re-engaged-and-shipped. Filed Dec 4 2025 by @bergr7 tagged enhancement. CLOSED Mar 3 2026 via PR #13491 by @graysonhicks (Member) -- 3 months filing-to-merge. Direct M-delegation-fanout cancellation-not-propagated mechanism: ""When using agent.network() for multi-agent collaboration, the abortSignal option is not available and abort signals do not propagate to sub-agents. If you abort the supervisor agent, the subagents continue executing to completion and the results from sub-agents still land in memory, even though the parent stream was aborted."" SUB-AGENTS BURN TOKENS AFTER PARENT CANCELLED -- direct cost-amplification on cancellation. FIX-ATTEMPTED-AND-ABANDONED FIRST: @abhiaiyer91 (Member) made commit de07375 SAME DAY as filing (Dec 4 2025): ""feat: propagate abortSignal through agent networks to sub-agents"" + opened PR #10904 same day. PR #10904 WAS CLOSED UNMERGED (decision reversed silently). 2.5 MONTHS SILENCE then external prompt from Contributor @raulpineda Feb 13 2026 with explicit cost-framing: ""@abhiaiyer91 did you decide against this when closing #10904? Not being able to cancel network generations feels like a potentially expensive limitation."" 12 days later @graysonhicks (Member) self-assigned Feb 25 2026, made commit 9966321 same day + opened PR #13491. Merged Mar 3 2026. Additional follow-up commit by @wardpeet Mar 9 2026. NEW FIX-PATTERN-SHAPE distinct from existing taxonomy: fix-attempted-then-abandoned-then-re-engaged-and-shipped. Three sub-shapes now in fix-shipped-immediately-regressed/closure typology: (a) fix-shipped-immediately-regressed (LANG-027 ~12 month silent regression, MAST-009/012), (b) fix-shipped-not-released (LANG-021 11+ weeks user-facing gap), (c) NEW: fix-attempted-then-abandoned-then-re-engaged-and-shipped (MAST-017). Sub-mechanism within M-delegation-fanout: cancellation-not-propagated -- distinct from ATGN-018 (super-linear-history-broadcast), ATGN-019 (fanout-no-stop), ATGN-004 (official-example-context-overflow). Adds Mastra at n=2 to M-delegation-fanout cluster (with MAST-014 OM observer-LLM blocking, also delegation-related). Maintainer-files-own pattern instance n=6: abhiaiyer91 attempted day-one fix; PR closed unmerged means failure-not-success of pattern initially; graysonhicks Member shipped final fix. Honest reframing: maintainer-files-own at n=6 across 5 people, 4 frameworks, with caveat that maintainer-files-own does NOT guarantee merge -- pattern is ""maintainer notices and tries to fix"" not ""maintainer notices and successfully fixes."" Comment-spam-noise observation: @chorghemaruti64-creator Feb 22 2026 left lengthy semi-promotional comment about external Agenium DNS service -- documents promotional-spam pattern in long-running issues, methodological texture not paper-quotable directly.",bf
CRAI-006,crewai,2024-07,#933,Token Usage Metrics for Each Task,,,"paper:fr; AUTO-STALE-CLOSED Dec 17 2024 as not planned by github-actions stale-bot (5 months filing-to-close). RENUMBERED FROM ORIGINAL PASTE (was ""CRAI-001"" but ID collision with existing CRAI-001 #6; renumbered to next free CRAI-006). Filed Jul 14 2024 by @lirockyzhang tagged enhancement + no-issue-activity. DIRECT M-COST-OBSERVABILITY GRANULARITY-GAP: Reporter quotable: ""Is it possible to get a usage metrics for each task after execution instead of a total usage metrics after the whole crew finished running? It would be easier to target tasks that use excessive tokens and reduce their token usage."" Per-task vs per-crew cost-aggregation gap. MULTI-USER CONFIRMATION: @ChaseRichardsonGit Oct 23 2024: ""+1 - Would love this feature as well. What I am getting out of crew usage metrics and Langtrace are not adding up and being able to solve it out via individual task metrics would be ideal."" -- explicit cross-tool-discrepancy framing (Langtrace numbers do not match crew metrics, suggesting framework-level cost-tracking ambiguity beyond just granularity). POST-CLOSURE USER CONFIRMS UNRESOLVED: @Hisan-007 Jan 2 2025: ""i am still looking for a solution, did anyone find anything, or a work around perhaps?"" Sub-mechanism: per-task-vs-per-crew-cost-aggregation-gap. Parallels MAST-002 (Mastra cost-aggregation gap), ATGN-018 (AutoGen GroupChat costs hidden orchestration call), SMAG-001 (smolagents Monitor only at agent level). FIRST CrewAI cost-observability ENTRY in catalog -- previously CrewAI rows were retry-loop and by-design clusters only. M-cost-observability cluster reaches large cross-framework reach.",fr
CRAI-007,crewai,2024-11,#1606,crew result token usage always 0,,,"paper:bu; AUTO-STALE-CLOSED Jan 9 2025 as not planned by github-actions stale-bot (8 weeks filing-to-close). RENUMBERED FROM ORIGINAL PASTE (was ""CRAI-002"" but ID collision; renumbered to CRAI-007). Filed Nov 14 2024 by @gergirod tagged bug + no-issue-activity. CONCRETE EVIDENCE: Reporter shows full Crew with 2 agents (researcher + info-gatherer) on gpt-4o-mini + crewAI 0.80.0 producing total_tokens=0 prompt_tokens=0 cached_prompt_tokens=0 completion_tokens=0 successful_requests=0 despite output being correct. STRONG MAINTAINER ENGAGEMENT BEFORE STALE-CLOSE: @thiagomoretto (Contributor) self-assigned Nov 26 2024. @thiagomoretto Nov 28 cannot reproduce with similar code via uv run crewai run -- gets correct total_tokens=12548 prompt_tokens=10657 cached_prompt_tokens=2816 completion_tokens=1891 successful_requests=6. Investigation continued through Dec 4 2024. SOURCE-LINE-TRACED ROOT-CAUSE-HYPOTHESIS: @thiagomoretto Dec 4 2024 cited specific code path src/crewai/crew.py L566-L571 with quote: ""It recreates the object, so if you have an old reference, you might end up with zero usage metrics... I believe there is a small improvement in the lib like instead of replacing the object entirely, just resetting the metrics to ensure the values are zeroed before summing all, but I am not sure this has other side effects."" Reporter Dec 4 confirms still zero with suggested pattern (kickoff-first-then-access) AND latest version 0.83.0 -- maintainer hypothesis disconfirmed by reporter testing. Maintainer asks if model-specific issue with LiteLLM callbacks. 30 DAYS SILENCE then auto-stale-bot closes despite mid-investigation status. POST-CLOSURE 6-MONTH-LATER CONFIRMATION: @mohsin2596 Jul 10 2025: ""where did you end up with this issue? I am facing the same issue currently."" Sub-mechanism: cost-tracking-returns-silent-zeros (silent-failure-not-error). Parallels DSPY-002 (Langfuse zero values), ATGN-008 et al. -- cross-framework instance of silent-zero-cost-counts pattern. NEW CLOSURE SUB-SHAPE (13th in taxonomy): stale-closed-during-active-investigation -- auto-bot does not distinguish active troubleshooting from inactivity. Distinct from typical auto-stale-close where issue genuinely went silent. NEW evidence sub-shape: maintainer-hypothesis-tested-and-disconfirmed-by-reporter -- mechanism diagnosis was wrong, validated by reporter testing.",bu
